comment_count,content,forward_count,id,keyword,like_count,posted_at,url,user
1,"$上证指数 sh000001$$创业板指 sz399006$ #今日看盘##微博股票#：今天市场四大指数全线低开，低开后多头基本上没有任何动作，空头大肆施展拳脚，今天大象们全线撕咬，杀伤力还是比较强的。$鞍钢股份 sz000898$ $宝钢股份 sh600019$ $$中国石化 sh600028$ $中国石油 sh601857$ $海螺水泥 sh600585$ $山西汾酒 sh600809$ $五粮液 sz000858$ $贵州茅台 sh600519$ $泸州老窖 sz000568$ $酒鬼酒 sz000799$ $洋河股份 sz002304$ $青岛海尔 sh600690$ $格力电器 sz000651$ $上汽集团 sh600104$ $华域汽车 sh600741$ $王府井 sh600859$ $中国联通 sh600050$ $中国国航 sh601111$ $南方航空 sh600029$ $东方航空 sh600115$ $上海机场 sh600009$ $平安银行 sz000001$ $建设银行 sh601939$ $浦发银行 sh600000$ $华夏银行 sh600015$ $$中国平安 sh601318$ $新华保险 sh601336$ $万科Ａ sz000002$ $保利地产 sh600048$ $招商蛇口 sz001979$ ,总体来说，酒类板块放量杀跌了，中国石化放量杀跌，万科放量杀跌，银行个股中性，601开头的建筑大象们还可以，今天这么一杀，市场空头情绪浓了，但短期跌破2644点暂时不是那么容易的，今天这么一杀也算是和世界股市站在一起了，15号释放流动性，所以还是多关注一些真正的行业佼佼者们。银行，601建筑个股，8股方面，还是多关注实体业绩较好的公司。明天深证指数，中小板指数，创业板指数新低可期，今天8股没有杀跌，你敢说明天不杀？明天上证指数存在探底回升的概率很大，跌破2700点需要多头出拳反击。",,GD0zzl9cZ,600019,0,2018年10月08日 22:01,https://weibo.cn/comment/GD0zzl9cZ?uid=3984485691&rl=1,股馋
,中国股市真正厉害的有一种人：死守超短线的选股技巧，睡觉都是在挣钱#浙能电力 sh600023[股票]# #歌华有线 sh600037[股票]# #楚天高速 sh600035[股票]# 智超财经的秒拍视频 ​​​,,GCYWEfh6s,600023,0,2018年10月08日 17:52,https://weibo.cn/comment/GCYWEfh6s?uid=5524088589&rl=1,智超财经
,中国股市十大经典买卖铁律，精准买卖点尽收眼底！#浙能电力 sh600023[股票]# #歌华有线 sh600037[股票]# #楚天高速 sh600035[股票]# 智超财经的秒拍视频 ​​​,,GCYKwvQdf,600023,0,2018年10月08日 17:22,https://weibo.cn/comment/GCYKwvQdf?uid=5524088589&rl=1,智超财经
,总结的布林线选股技巧，牢记于心，日进斗金不是梦！#浙能电力 sh600023[股票]# #歌华有线 sh600037[股票]# #楚天高速 sh600035[股票]# 宜甲甲的秒拍视频 ​​​,,GCYFG0hAv,600023,0,2018年10月08日 17:10,https://weibo.cn/comment/GCYFG0hAv?uid=3972308486&rl=1,宜甲甲
,“MACD”背离的本质是什么？一旦读懂，股价将创历史新高！#浙能电力 sh600023[股票]# #华能水电 sh600025[股票]# #中远海能 sh600026[股票]# 宇默文评股的秒拍视频 ​​​,,GCXeVnRcC,600023,0,2018年10月08日 13:31,https://weibo.cn/comment/GCXeVnRcC?uid=6364562199&rl=1,宇默文评股
,中国股市炒股高手悟出的炒股铁律：只需3分钟你就学会高抛低吸#上海电力 sh600021[股票]# #山东钢铁 sh600022[股票]# #浙能电力 sh600023[股票]# 子茜财经的秒拍视频 ​​​,,GCYR9ieew,600023,0,2018年10月08日 17:38,https://weibo.cn/comment/GCYR9ieew?uid=6585090269&rl=1,子茜财经
,中国股市经历过两次牛市的投资者告诉你：周线选股技巧选黑马三要素#浙能电力 sh600023[股票]# #歌华有线 sh600037[股票]# #楚天高速 sh600035[股票]# 智超财经的秒拍视频 ​​​,,GCXP2jKSY,600023,0,2018年10月08日 15:00,https://weibo.cn/comment/GCXP2jKSY?uid=5524088589&rl=1,智超财经
,顶尖操盘手精心分享MACD实战技巧，一旦学会轻松买在起涨点！$山东钢铁 sh600022$ $浙能电力 sh600023$ $华能水电 sh600025$ $中远海能 sh600026$ 江雅凡分析的秒拍视频 ​​​,,GCYCTcAXx,600023,0,2018年10月08日 17:03,https://weibo.cn/comment/GCYCTcAXx?uid=5240737723&rl=1,江雅凡分析
,一旦参悟透MACD指标，买卖百试百灵 #浙能电力 sh600023[股票]# #歌华有线 sh600037[股票]# #楚天高速 sh600035[股票]# 宜甲甲的秒拍视频 ​​​,,GCY2X8eDF,600023,0,2018年10月08日 15:35,https://weibo.cn/comment/GCY2X8eDF?uid=3972308486&rl=1,宜甲甲
,A股最强悍的赚钱利器——KDJ指标，熟记于心，少走多年弯路！#浙能电力 sh600023[股票]# #华能水电 sh600025[股票]# #中远海能 sh600026[股票]# 宇默文评股的秒拍视频 ​​​,,GCZsz9z2t,600023,0,2018年10月08日 19:11,https://weibo.cn/comment/GCZsz9z2t?uid=6364562199&rl=1,宇默文评股
,股市唯一赚钱指标——“MACD”，堪称股市经典，建议永久珍藏！ $浙能电力 sh600023$ $华菱钢铁 sz000932$ $时代万恒 sh600241$ $拉夏贝尔 sh603157$  陈大爷爷爷2222的秒拍视频 ​​​,,GD0SIhmPK,600023,0,2018年10月08日 22:48,https://weibo.cn/comment/GD0SIhmPK?uid=5995511525&rl=1,陈大爷爷爷2222
46,$浙能电力 sh600023$ 各位老铁们！这股厉害了！横了2年了！今天要干出来一根放量长阳涨停了！可以拿长线了！半年预期收益保守估计50%！朋友们，先建点底仓干进来！！！看好了！建~ 点~ 底~ 仓~ 干进来！瞎子跟虎13短期干出浮亏了你可别指着鼻子骂我！ ​​​,16,FFvQoennC,600023,73,2018年01月22日 10:33,https://weibo.cn/comment/FFvQoennC?uid=3050893364&rl=1,昊爷超新星
,A股唯一100%克制庄家选股利器——KDJ，高效实用#华能水电 sh600025[股票]# #中远海能 sh600026[股票]# #四川路桥 sh600039[股票]# 宜甲甲的秒拍视频 ​​​,,GCYFJ0Laa,600025,0,2018年10月08日 17:10,https://weibo.cn/comment/GCYFJ0Laa?uid=3972308486&rl=1,宜甲甲
,"中国股市一位炒股天才不经意说出:如何使用短线高效选股技巧,字字珠玑！#华能水电 sh600025[股票]# #中远海能 sh600026[股票]# #四川路桥 sh600039[股票]# 智超财经的秒拍视频 ​​​",,GCYWOBKqk,600025,0,2018年10月08日 17:52,https://weibo.cn/comment/GCYWOBKqk?uid=5524088589&rl=1,智超财经
,MACD选股战法，学到就是赚到！ #华能水电 sh600025[股票]# #中远海能 sh600026[股票]# #四川路桥 sh600039[股票]# 宜甲甲的秒拍视频 ​​​,,GCY2Yl7bQ,600025,0,2018年10月08日 15:35,https://weibo.cn/comment/GCY2Yl7bQ?uid=3972308486&rl=1,宜甲甲
,在中国股市炒股是一场不可能赢的游戏，拒绝6种错误选股方式#华能水电 sh600025[股票]# #中远海能 sh600026[股票]# #四川路桥 sh600039[股票]# 智超财经的秒拍视频 ​​​,,GCXOT9FyH,600025,0,2018年10月08日 15:00,https://weibo.cn/comment/GCXOT9FyH?uid=5524088589&rl=1,智超财经
,中国股市庄家操盘手法，看图精抓买卖点，把握好没有亏损的机会#华能水电 sh600025[股票]# #中远海能 sh600026[股票]# #四川路桥 sh600039[股票]# 智超财经的秒拍视频 ​​​,,GCYKGwSAQ,600025,0,2018年10月08日 17:22,https://weibo.cn/comment/GCYKGwSAQ?uid=5524088589&rl=1,智超财经
,刚刚，中国股市宣布重大股票消息：泰禾光电  春光科技  安图生物#华能水电 sh600025[股票]# #中远海能 sh600026[股票]# #四川路桥 sh600039[股票]# 宜甲甲的秒拍视频 ​​​,,GCVWjmRBh,600025,0,2018年10月08日 10:13,https://weibo.cn/comment/GCVWjmRBh?uid=3972308486&rl=1,宜甲甲
,中国股市炒股铁律：如何利用突破缺口捕捉短线机会！#华能水电 sh600025[股票]# #中远海能 sh600026[股票]# #中国石化 sh600028[股票]# 子茜财经的秒拍视频 ​​​,,GCYRhf5EI,600025,0,2018年10月08日 17:39,https://weibo.cn/comment/GCYRhf5EI?uid=6585090269&rl=1,子茜财经
,发布了头条文章：《600028 中国石化：一股神秘力量注入中国股市，A股将有大变天！》 #财经头条文章[超话]# #股票分析[超话]# $中国石化 sh600028$ $泸州老窖 sz000568$ $万科Ａ sz000002$ 600028 中国石化：一股神秘力量注入中国股市，A股将有大变天！ ​​​,,GD5ryfbIs,600028,0,2018年10月09日 10:24,https://weibo.cn/comment/GD5ryfbIs?uid=6258679142&rl=1,趋势分析介林
,"杭州老教授玩转股市：27年坚持只做“筹码分布”,实现百亿梦想$中国石化 sh600028$ $鸿博股份 sz002229$  $神雾环保 sz300156$ 汪振峯1983的秒拍视频 ​​​",,GD5BYxHL1,600028,0,2018年10月09日 10:49,https://weibo.cn/comment/GD5BYxHL1?uid=6442451851&rl=1,汪振峯1983
,刚刚，中国股市宣布重大股票消息：石大胜华  千禾味业  赛福天  #中铝股份# #中国石化 sh600028[股票]#  #渤海汽车 sh600960[股票]# #华东科技 sz000727[股票]#东方日升 sz300118[股票]# 宜甲甲的秒拍视频 ​​​,,GD5cbjy4L,600028,0,2018年10月09日 09:47,https://weibo.cn/comment/GD5cbjy4L?uid=3972308486&rl=1,宜甲甲
,发布了头条文章：《几种K线组合形态》  #中国石化 sh600028# #浙江医药 sh600216[股票]# #双良节能 sh600481[股票]#  几种K线组合形态 ​​​,,GD5r26jYa,600028,0,2018年10月09日 10:22,https://weibo.cn/comment/GD5r26jYa?uid=5743267129&rl=1,许楚沛财经
,比俺的思路广和专家的分析文更早的是窦唯，刚才这段时间一直在找许戈辉那个采访的时间，一直妹找到，反正很早。自看了那个视频后一直在试图寻找他预测的依据，后来听殃金咒感觉受到启发🤨300104又大涨了，排队滴都迫不及待了。600028目前来看调整结束，这是依据60'线的一个支撑线🙄 ​​​,,GD5vx1TOg,600028,0,2018年10月09日 10:34,https://weibo.cn/comment/GD5vx1TOg?uid=1850792410&rl=1,hitbodedut
3,盘前：昨日$上证指数 sh000001$ 在降准利好下大跌，连$中国石化 sh600028$ 都暴跌了七个点。昨天我们也说过，这主要是外资砸的，因此昨日沪深300和上证50是重灾区。离岸人民币跌破6.93，全球的中概股也都普遍走弱，腾讯跌破300港元大关。但危中有机，中石化等原油概念其实今年油价已经是第十次涨价，期货的原油更是创下了新高。今天如跌破2700点后，可围绕这个错杀的方向做文章。,2,GD4VI5eo0,600028,10,2018年10月09日 09:06,https://weibo.cn/comment/GD4VI5eo0?uid=1455153401&rl=1,投资伯乐
,"17岁股市奇才自曝：掌握“股票四口诀”, 实现千万梦想，建议珍藏$中国石化 sh600028$ $鸿博股份 sz002229$  $神雾环保 sz300156$ 汪振峯1983的秒拍视频 ​​​",,GD5CJfp1n,600028,0,2018年10月09日 10:51,https://weibo.cn/comment/GD5CJfp1n?uid=6442451851&rl=1,汪振峯1983
,我刚刚调仓了微博股票【A股组合】石油板块 zh311893，以成交价6.7买入$中国石化 sh600028$。 ​​​,,GD5nW2LbN,600028,0,2018年10月09日 10:16,https://weibo.cn/comment/GD5nW2LbN?uid=6035694853&rl=1,崇阳实盘
,股市不会骗人的走势——三金叉见底，字字珠玑，建议散户收藏！$中国石化 sh600028$ $索菱股份 sz002766$ $风华高科 sz000636$ $罗牛山 sz000735$ 浮云新媒体的秒拍视频 ​​​,,GD5o1hpoZ,600028,0,2018年10月09日 10:16,https://weibo.cn/comment/GD5o1hpoZ?uid=5745416506&rl=1,浮云新媒体
,最容易挫伤主力的指标——成交量，常年被忽视的筹码分布选股绝技#长城科技 sh603897[股票]# #南方航空 sh600029[股票]# #潞安环能 sh601699[股票]# 宇默文评股的秒拍视频 ​​​,,GCW4bAZMh,600029,0,2018年10月08日 10:32,https://weibo.cn/comment/GCW4bAZMh?uid=6364562199&rl=1,宇默文评股
,顶尖操盘手精心分享MACD实战技巧，一旦学会轻松买在起涨点！$中国石化 sh600028$ $南方航空 sh600029$ $中信证券 sh600030$ 江雅凡分析的秒拍视频 ​​​,,GCYCNvP24,600029,0,2018年10月08日 17:03,https://weibo.cn/comment/GCYCNvP24?uid=5240737723&rl=1,江雅凡分析
,稀土永磁第一龙头从74跌至4元，主力底部大单锁仓，有望封妖王 $新晨科技 sz300542$ $横店影视 sh603103$ $上海沪工 sh603131$ $南方航空 sh600029$  罗琪莲艾倌的秒拍视频 ​​​,,GCW3x3VLp,600029,0,2018年10月08日 10:31,https://weibo.cn/comment/GCW3x3VLp?uid=3917797518&rl=1,罗琪莲艾倌
,极其罕见MACD买卖手法，不急不燥，领悟“高抛低吸”的魅力#长城科技 sh603897[股票]# #南方航空 sh600029[股票]# #潞安环能 sh601699[股票]# 宇默文评股的秒拍视频 ​​​,,GCYFsFQeT,600029,0,2018年10月08日 17:10,https://weibo.cn/comment/GCYFsFQeT?uid=6364562199&rl=1,宇默文评股
,A股高手讲述MACD买卖法则 最简单指标捕获大牛股 买卖不愁 $中国石化 sh600028$ $南方航空 sh600029$ $中信证券 sh600030$ 江雅凡分析的秒拍视频 ​​​,,GCYJBdUix,600029,0,2018年10月08日 17:20,https://weibo.cn/comment/GCYJBdUix?uid=5240737723&rl=1,江雅凡分析
,刚刚！中国股市大事件！医药第一龙头被严重低估！即将拉升！  #华工科技 sz000988[股票]# #风华高科 sz000636[股票]# #南方航空 sh600029[股票]# 许楚沛的秒拍视频 ​​​,,GCVYqAdW5,600029,0,2018年10月08日 10:18,https://weibo.cn/comment/GCVYqAdW5?uid=5256821842&rl=1,许楚沛
,医药又一新龙头横空出世，利润暴涨974倍，或将碾压士兰微成妖 $南方航空 sh600029$ $省广集团 sz002400$ $我乐家居 sh603326$ $九阳股份 sz002242$  玛丽sophie饭的秒拍视频 ​​​,,GD2qJzI2C,600029,0,2018年10月09日 02:44,https://weibo.cn/comment/GD2qJzI2C?uid=6383618601&rl=1,玛丽sophie饭
24,"【身在福中要惜福】亚洲最大世界第四的$南方航空 sh600029$ , 拥有上市同业最高成长预期及股价最被低估的致命吸引力, 未来外资不断涌入建仓的标的舍我其谁, 国内散户投资人不要因为封闭的市场跟着封闭自己, 跳出框框来看才知道世界有多大, 价值型投资就要有精准的眼光及长线耐心  身在福中要惜福 ​​​",32,Gk6h0xafx,600029,151,2018年06月06日 13:36,https://weibo.cn/comment/Gk6h0xafx?uid=6097181298&rl=1,技术分析笔记
,一位顶级操盘手教你分时图看盘技巧，熟记让你摆脱一买就跌的噩梦 $华能水电 sh600025$ $中远海能 sh600026$ $华电国际 sh600027$ $南方航空 sh600029$ 丽友分析的秒拍视频 ​​​,,GCQnAdwn7,600029,0,2018年10月07日 20:04,https://weibo.cn/comment/GCQnAdwn7?uid=5972119921&rl=1,丽友分析
,空运股今天跌幅也很大，$中国国航 sh601111$ $东方航空 sh600115$ 大跌超过6%，$南方航空 sh600029$ 跌超5%，节前两周，该板块个股是大幅反弹了的 ​​​,,GCVRhFfjB,600029,0,2018年10月08日 10:00,https://weibo.cn/comment/GCVRhFfjB?uid=5656352365&rl=1,万元散户黎叔
,实战图解均线技术：判断上涨顶部卖出的形态？$地素时尚 sh603587$$南方航空 sh600029$ $超频三 sz300647$ 许楚沛的秒拍视频 ​​​,,GCPuwkfAw,600029,0,2018年10月07日 17:48,https://weibo.cn/comment/GCPuwkfAw?uid=5256821842&rl=1,许楚沛
1,❥ »»   自我开支接下来你们不要自己开销了吗？吃喝玩乐买衣服买化妆品的钱一年你有算过要花多少钱吗？那么30年你要花多少钱？➊吃饭1天301个月9001年1080030年324000➋买衣服1个月花5001年600030年180000➌话费一个月5030年18000还不算上同事聚会闺蜜聚会旅游看电影这种乱七八糟的开支请问你180万够花吗？！,,GD0Mz77qp,600030,0,2018年10月08日 22:33,https://weibo.cn/comment/GD0Mz77qp?uid=5756894623&rl=1,廖选萍
,中国股市一位顶尖交易员揭秘：炒股学会看这个指标，你就成功跻身富豪榜了#华泰证券 sh601688[股票]# #中信证券 sh600030[股票]# #中国重工 sh601989[股票]# 智超财经的秒拍视频 ​​​,,GCYVGzFpP,600030,0,2018年10月08日 17:50,https://weibo.cn/comment/GCYVGzFpP?uid=5524088589&rl=1,智超财经
,子曰:2018.10.08 子哥第85次增持吉林敖东！第16次增持北京城建！(其他持仓:重仓民生银行，增持18次。重仓兴业银行，增持15次)又是山崩地裂般暴跌的一天，又是子哥最喜欢的节奏！无他，彼得林奇说过，股市下跌没有任何好惊讶的，这种事情总是一次又一次发生，就像明尼苏达州的寒冬一次又一次来临一样，只不过是很平常的事情而已。所以子哥觉得可以在这平常的事情中做点不平常的事，比如暴跌时勇敢买入心仪的股票，大部分赚钱的投资者其实都是在熊市中赚到的钱，只是他们当时不知道而已，相反中国每次波澜壮阔的大牛市最终也都是以散户的巨亏而结束，同样，只是他们当时不知道而已[嘻嘻]#吉林敖东 sz000623[股票]##民生银行 sh600016[股票]##兴业银行 sh601166[股票]##北京城建 sh600266[股票]##工商银行 sh601398[股票]##建设银行 sh601939[股票]##贵州茅台 sh600519[股票]##福耀玻璃 sh600660[股票]##格力电器 sz000651[股票]##浦东金桥 sh600639[股票]##中信证券 sh600030[股票]##广发证券 sz000776[股票]##中国平安 hk02318[股票]##中国建筑 sh601668[股票]##雅戈尔 sh600177[股票]# 上海,,GCZpm0Rko,600030,1,2018年10月08日 19:03,https://weibo.cn/comment/GCZpm0Rko?uid=5330137839&rl=1,叫我杨子哥哥
,老教授讲解短线操作风险控制，股市操作，安全很重要$京东方Ａ sz000725$ $中航资本 sh600705$ $中信证券 sh600030$ 浮云新媒体的秒拍视频 ​​​,,GD5oRzYb9,600030,0,2018年10月09日 10:18,https://weibo.cn/comment/GD5oRzYb9?uid=5745416506&rl=1,浮云新媒体
,一退市操盘手的告诫：庄家最怕你知道的选股铁律，强庄股一览无余#五粮液 sz000858[股票]# #舍得酒业 sh600702[股票]# #中信证券 sh600030[股票]# 宇默文评股的秒拍视频 ​​​,,GCZ5R88cD,600030,0,2018年10月08日 18:15,https://weibo.cn/comment/GCZ5R88cD?uid=6364562199&rl=1,宇默文评股
,实战心得：看分时走势识买卖点，用最赚钱的方式去赚钱#中信证券 sh600030[股票]# #四川双马 sz000935[股票]# #亚士创能 sh603378[股票]# 宇默文评股的秒拍视频 ​​​,,GCYEmaQ4b,600030,0,2018年10月08日 17:07,https://weibo.cn/comment/GCYEmaQ4b?uid=6364562199&rl=1,宇默文评股
,中国股市一位老股民20年经验总结：史上最全选股公式集锦，练到极致是绝活#华泰证券 sh601688[股票]# #中信证券 sh600030[股票]# #中国重工 sh601989[股票]# 智超财经的秒拍视频 ​​​,,GCYIJbqn7,600030,0,2018年10月08日 17:18,https://weibo.cn/comment/GCYIJbqn7?uid=5524088589&rl=1,智超财经
,中国股市上海78岁老股民曝：史上最强布林线选股法 一旦掌握赚钱不是问题#长江证券 sz000783[股票]# #中国建筑 sh601668[股票]# #三一重工 sh600031[股票]# 智超财经的秒拍视频 ​​​,,GCYIObXwj,600031,0,2018年10月08日 17:18,https://weibo.cn/comment/GCYIObXwj?uid=5524088589&rl=1,智超财经
,女博士直言：2点半买股唯一不会失手获利技巧，散户必收藏！$中国重工 sh601989$$长江证券 sz000783$$中国建筑 sh601668$$三一重工 sh600031$ 江雅凡分析的秒拍视频 ​​​,,GCYzalhRh,600031,0,2018年10月08日 16:54,https://weibo.cn/comment/GCYzalhRh?uid=5240737723&rl=1,江雅凡分析
1,"发布了头条文章：《三一重工600031： 震荡蓄势完毕,后势欲夺领涨大旗？》 #股票分析[超话]# # 财经头条文章[超话]# $上证指数 sh000001$ 三一重工600031： 震荡蓄势完毕,后势欲夺领涨大旗？ 三一重工600031： 震荡蓄势完毕,后势欲夺领涨大旗？ ​​​",,GD5ap416I,600031,0,2018年10月09日 09:42,https://weibo.cn/comment/GD5ap416I?uid=5775023546&rl=1,听橘子说说cc
,顶尖操盘手精心分享MACD实战技巧，一旦学会轻松买在起涨点！$三一重工 sh600031$ $福建高速 sh600033$ $楚天高速 sh600035$ $招商银行 sh600036$ 江雅凡分析的秒拍视频 ​​​,,GCYCHmonc,600031,0,2018年10月08日 17:03,https://weibo.cn/comment/GCYCHmonc?uid=5240737723&rl=1,江雅凡分析
,女博士直言：2点半买股唯一不会失手获利技巧，散户必收藏！$三一重工 sh600031$$苏宁易购 sz002024$$康欣新材 sh600076$$西宁特钢 sh600117$$中国电建 sh601669$$沪电股份 sz002463$ 江雅凡分析的秒拍视频 ​​​,,GCYzxrkAF,600031,0,2018年10月08日 16:55,https://weibo.cn/comment/GCYzxrkAF?uid=5240737723&rl=1,江雅凡分析
,我刚刚调仓了微博股票【A股组合】12345 zh317161，以成交价8.6买入$三一重工 sh600031$。 ​​​,,GD5C6tJot,600031,0,2018年10月09日 10:50,https://weibo.cn/comment/GD5C6tJot?uid=2408411723&rl=1,星星之火点亮夜的黑
,职业操盘手揭秘“周线选股”技巧，简单高效，一旦买入涨幅惊人#三一重工 sh600031[股票]# #浪潮软件 sh600756[股票]# #中国巨石 sh600176[股票]# 宇默文评股的秒拍视频 ​​​,,GCZ8nqFbm,600031,0,2018年10月08日 18:21,https://weibo.cn/comment/GCZ8nqFbm?uid=6364562199&rl=1,宇默文评股
,31岁漂亮女博士自曝：三大低吸暴涨信号，成功率极高的秘诀$三一重工 sh600031$$苏宁易购 sz002024$$康欣新材 sh600076$ 江雅凡分析的秒拍视频 ​​​,,GCYsfzcpF,600031,0,2018年10月08日 16:37,https://weibo.cn/comment/GCYsfzcpF?uid=5240737723&rl=1,江雅凡分析
34,大国重器纪录片2，这些股票榜上有名[憧憬][憧憬]$中航飞机 sz000768$ $三一重工 sh600031$ $特变电工 sh600089$ 财视 ​​​,833,G5trj0G9Y,600031,65,2018年03月02日 09:00,https://weibo.cn/comment/G5trj0G9Y?uid=5763034983&rl=1,财视APP
,我免费围观了 @鲍迪克 的回答，问题价值 72.00 元，快来一起免费围观~ 微博问答:鲍老师，目前大学生网贷问题频发曝光，背后有什么玄机。会不会成为阻碍金融类概念股上涨的因素？招商银行（600036）到顶横盘，能否分析分析。 ​​​,,GD5CKmssE,600036,0,2018年10月09日 10:52,https://weibo.cn/comment/GD5CKmssE?uid=1803681364&rl=1,TiagoXie
,大盘下杀，权重护盘力度弱，注意风险 $上证指数 sh000001$ $招商银行 sh600036$ $招商银行 sh600036$ $中国平安 sh601318$ #今日看盘##财经头条##微博股评团[超话]#@微博股票 ​​​,,GD038tlhs,600036,0,2018年10月08日 20:41,https://weibo.cn/comment/GD038tlhs?uid=6305369274&rl=1,不断成长的老韭菜
